score,Borough,Largest Property Use Type,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Intensity (All Water Sources) (gal/ft²),log_Direct GHG Emissions (Metric Tons CO2e),log_Water Intensity (All Water Sources) (gal/ft²)
83,Manhattan,Office,268106,1984,1,100,80.2,19,,18.37,,2.910718899
98,Manhattan,Office,426056,1988,1,100,44.7,9.5,,20.12,,3.001714345
85,Manhattan,Office,201387,1988,1,100,71.2,17.7,,20.45,,3.017982882
79,Manhattan,Office,778203,1948,1,100,69.4,14.8,0,18.68,4.525044142,2.927453433
74,Manhattan,Office,761067,1958,1,100,96,14.7,0,17.42,3.850147602,2.857618971
84,Manhattan,Office,544150,1956,1,90,77.1,11.2,,15.13,,2.716679528
76,Manhattan,Office,517199,1964,1,100,102.3,13.9,0,20.98,,3.043569603
61,Manhattan,Office,535344,1920,1,100,123,19.4,,36.65,,3.601413428
75,Manhattan,Office,1047390,1970,1,100,117.4,18.7,0,21.17,4.808927024,3.052585085
77,Manhattan,Office,1354691,1970,1,100,124.3,13.1,,22.05,,3.093312602
66,Manhattan,Office,1323432,1970,1,100,117.3,17.9,0,31.07,2.302585093,3.436242723
66,Brooklyn,Multifamily Housing,360080,1971,1,100,89.2,4.6,0.8,,7.242726389,
25,Brooklyn,K-12 School,,1900,1,100,85.8,10.6,0.5,1.94,4.753590191,0.662687973
91,Queens,Multifamily Housing,124224,1951,1,100,48.6,3.8,0.3,34.87,5.826589904,3.551626861
96,Queens,Multifamily Housing,67636,1952,1,100,41.6,3.6,0.2,29.13,5.101694025,3.371768571
8,Queens,Multifamily Housing,133021,1952,1,100,182,11.4,1.6,,6.07212245,
65,Manhattan,Multifamily Housing,168176,1927,1,100,61.5,7.9,0.4,,5.778271327,
39,Brooklyn,K-12 School,,1955,1,100,85.8,10.6,0.5,9.08,4.301358732,2.206074193
81,Queens,Multifamily Housing,169702,1951,1,100,73.1,11.2,0.1,87.59,5.250176991,4.472666836
88,Manhattan,Multifamily Housing,75512,1932,1,100,50.6,4.8,0,,1.686398954,
38,Queens,Multifamily Housing,141920,1949,2,100,102.7,5.2,0.9,58.54,6.460999316,4.069710281
14,Queens,Multifamily Housing,141920,1949,2,100,125.1,6,1,,6.66771986,
21,Queens,Multifamily Housing,123031,1952,1,100,145.1,11.2,1.1,,5.893851718,
98,Bronx,Multifamily Housing,58368,1920,1,100,73.2,0.6,,146.82,5.746203191,4.989207347
68,Manhattan,Multifamily Housing,130088,1915,1,100,76,5.4,0,,6.077183423,
97,Queens,Multifamily Housing,143536,1952,1,100,40.6,3.7,0.2,34.14,5.844123959,3.530469717
29,Manhattan,Multifamily Housing,115776,1970,1,100,87.4,6.5,0.1,1893.26,6.316261752,7.54605549
58,Brooklyn,Multifamily Housing,90954,1938,1,100,102.5,4.1,1,56.41,6.057486343,4.032646448
89,Brooklyn,Multifamily Housing,135714,1930,1,100,68.7,3.6,0.6,,6.008321664,
65,Brooklyn,Multifamily Housing,75504,1927,1,100,99.9,3.9,0.9,83.19,5.849900983,4.421127148
90,Brooklyn,Multifamily Housing,76680,1900,1,100,75,3.2,0.7,39.3,5.557985693,3.671224519
64,Brooklyn,Multifamily Housing,75000,1920,1,100,97,3.4,0.9,,5.82481947,
52,Brooklyn,Multifamily Housing,138380,1924,1,100,104.8,3.2,1,,6.534950953,
35,Queens,Multifamily Housing,180608,1951,1,100,120.4,11.1,0.7,112.13,6.03954017,4.719658912
1,Manhattan,Multifamily Housing,268639,1972,1,100,152.2,10,1.1,,7.415054693,
18,Manhattan,Multifamily Housing,247156,1972,1,100,150.8,9.9,1.1,,7.33171497,
2,Manhattan,Multifamily Housing,297425,1972,1,100,150.9,9.9,1.1,,7.516868464,
63,Manhattan,Multifamily Housing,215099,1920,1,100,83.4,5.2,0.7,69.86,6.558197803,4.246493239
6,Queens,Multifamily Housing,132930,1985,1,100,90.8,10.8,0.6,793.59,5.553734478,6.676566955
77,Manhattan,Residence Hall/Dormitory,238204,1988,1,100,59.1,8.4,0.3,,4.626931678,
67,Manhattan,Residence Hall/Dormitory,135910,1929,1,100,52.6,8.2,0.2,,5.236441963,
88,Manhattan,Office,89389,1911,1,100,55.1,9.7,0,15.88,4.964940335,2.765060456
68,Manhattan,Office,112147,1926,1,100,76.4,14.1,,,,
78,Manhattan,Office,51790,1900,1,100,68.2,9.5,,,5.088830142,
8,Manhattan,Multifamily Housing,57300,1897,1,100,124.3,13.5,0.9,,5.646153362,
100,Bronx,Multifamily Housing,130130,1920,1,100,50.8,0.5,0.5,1124.18,5.88276513,7.02480916
83,Bronx,Multifamily Housing,80214,1964,1,100,77,3.4,0.7,,5.720967299,
100,Manhattan,Multifamily Housing,128601,1927,1,100,9.9,1.4,0.1,,3.671224519,
69,Manhattan,Multifamily Housing,78382,1927,1,100,73.7,4.5,0,,5.887214526,
54,Queens,Multifamily Housing,89180,1988,1,100,86.9,5.3,0.7,43.34,5.99918467,3.769075996
9,Queens,Non-Refrigerated Warehouse,144300,1941,1,100,59.5,,,,5.097424424,
83,Queens,Multifamily Housing,67470,1928,1,100,67.8,5,0.6,,5.431973751,
11,Manhattan,Office,67114,1925,1,100,203.7,43.3,0.2,,4.000033883,
48,Manhattan,Multifamily Housing,434276,1985,1,100,55.9,8.5,0.3,43.14,6.24881627,3.764450641
98,Queens,Refrigerated Warehouse,180000,1960,1,100,39.6,1.6,0.4,1.16,5.694068782,0.148420005
48,Manhattan,Office,600000,1981,1,100,138,29.1,0,37.72,1.686398954,3.630190458
90,Manhattan,Multifamily Housing,147991,1910,1,100,52,5.9,0.3,,5.59805152,
99,Manhattan,Multifamily Housing,89281,1937,1,100,44.2,2.9,0,13.83,6.017375929,2.626840146
19,Queens,Multifamily Housing,112500,1950,1,100,131.9,3.8,1.3,62.53,6.573819822,4.135646442
72,Brooklyn,Multifamily Housing,161001,1960,1,100,75.3,4.7,0.5,63.72,6.300418755,4.154498485
68,Brooklyn,Multifamily Housing,123786,1954,1,100,74,5.5,0.6,57.31,5.927992124,4.048475129
55,Manhattan,Office,304526,1969,1,100,103.5,13.4,,,,
65,Manhattan,Multifamily Housing,63255,1984,1,100,60.7,7.5,0.4,42.05,4.748404354,3.738859386
86,Brooklyn,Multifamily Housing,120269,1956,1,100,55.7,3.4,0.4,36.55,5.652839996,3.598681186
100,Manhattan,Multifamily Housing,1485916,1960,1,100,18.2,4.6,0,,3.414442608,
100,Manhattan,Multifamily Housing,1485916,1960,1,100,15.3,3.8,0,,3.401197382,
1,Manhattan,Multifamily Housing,,1960,1,100,184.3,4.8,1.7,,7.905847172,
91,Manhattan,Multifamily Housing,71270,1941,1,100,57.9,3.7,0,,5.497168225,
57,Manhattan,Multifamily Housing,112037,1956,1,100,76,4.8,0,37.38,6.210600077,3.621135802
59,Manhattan,Multifamily Housing,115694,1931,1,100,79.3,4.7,0.6,27.5,6.14761323,3.314186005
65,Manhattan,Office,140988,1902,1,100,114.3,18,,,6.343704672,
6,Manhattan,Hotel,111051,2007,1,100,111.7,14.4,0.7,94.08,5.881649681,4.544145484
84,Manhattan,Office,73444,1908,1,100,68.3,6.3,,23.58,5.678806489,3.160398895
32,Manhattan,Multifamily Housing,59340,1920,1,100,99.4,7.5,0.8,,5.437644432,
58,Manhattan,Office,526124,1981,1,100,69.4,20.3,,,,
57,Brooklyn,Office,139273,1920,1,100,107.3,15.6,,,6.3940923,
33,Manhattan,Office,69378,1906,1,100,125,18.1,0.1,69.01,5.696086268,4.234251422
92,Queens,Office,218000,1920,1,100,74,5.9,0.1,11.79,6.437271534,2.467251715
81,Manhattan,Office,77511,1930,1,100,70.9,11.3,,8.41,5.506550305,2.129421474
18,Manhattan,Office,112936,1910,1,100,136.4,28.1,0.1,,5.80994267,
79,Brooklyn,Office,79900,1922,1,100,65.6,11.7,,23.48,5.159629847,3.156148995
80,Manhattan,Office,118949,1927,1,100,60.8,12.9,0.2,,4.405498991,
78,Manhattan,Office,442042,1928,1,100,56.4,16.2,,,,
79,Manhattan,Office,138748,1908,1,100,80.4,11.7,,15.01,6.133831788,2.708716646
99,Manhattan,Office,275609,1912,1,100,31.1,6.1,,,,
25,Manhattan,Office,97785,1924,1,100,112.2,21.9,,,5.586874056,
86,Bronx,Multifamily Housing,77550,1941,1,100,69.7,3.5,0.6,,5.459585514,
33,Manhattan,Multifamily Housing,70296,1920,1,100,107.9,6,0,,6.119417911,
39,Manhattan,Multifamily Housing,58650,1920,1,100,100.4,6.3,0.1,,5.794232378,
73,Bronx,Multifamily Housing,62570,1961,1,100,89.9,5.1,0.8,,5.479388141,
29,Manhattan,Multifamily Housing,62847,1920,1,100,120,8.1,0.4,,5.924790414,
25,Manhattan,Multifamily Housing,75240,1925,1,100,94.3,6.7,0,74.71,5.9804036,4.313613952
2,Manhattan,Multifamily Housing,64816,1924,1,100,128,8.7,1,,5.815025653,
60,Manhattan,Hotel,80646,1906,1,100,85.7,5.9,0,,5.973555127,
80,Manhattan,Multifamily Housing,82536,1940,1,100,75.5,4.2,0.7,,5.584623493,
65,Manhattan,Multifamily Housing,80927,1960,1,100,77.8,4.9,0.6,,5.583496309,
49,Manhattan,Multifamily Housing,70102,1920,1,100,112.6,4,0,,6.281518804,
58,Bronx,Multifamily Housing,73050,1938,1,100,97.1,5.8,0.1,133.18,6.022720937,4.891701597
12,Manhattan,Multifamily Housing,98616,1911,1,100,111.9,8,0.3,,6.336294617,
77,Manhattan,Multifamily Housing,75144,1923,1,100,71.3,4.6,,38.94,5.742041187,3.662022
85,Manhattan,Multifamily Housing,121800,1942,1,100,80.7,3.4,0,,6.439350371,
80,Manhattan,Multifamily Housing,61302,1931,1,100,87.9,4.8,0.6,,5.530618856,
58,Manhattan,Multifamily Housing,68564,1928,1,100,87.3,6,0,46.7,5.882486385,3.843744165
85,Manhattan,Multifamily Housing,104209,1938,1,100,64.5,3.9,0.5,40.71,5.719983854,3.706473763
10,Manhattan,Multifamily Housing,246320,1968,1,100,114.9,7.9,0.9,42.92,7.098127674,3.759337918
77,Manhattan,Office,606078,1930,1,100,70.5,12.3,,,7.195412351,
100,Manhattan,Multifamily Housing,77188,1924,1,100,2.5,0.7,,49.61,,3.904192426
33,Manhattan,Multifamily Housing,235574,2006,1,100,60.2,12,0.2,37.94,5.382198851,3.636005965
100,Manhattan,Multifamily Housing,202586,1895,1,100,35.7,3.7,0.3,61.25,5.59731023,4.114963849
14,Manhattan,Multifamily Housing,323054,2008,1,100,93.8,13.2,0.5,41.34,6.498282149,3.721830554
64,Manhattan,Office,70135,1964,1,90,91.2,15.2,0.2,17.57,4.500920165,2.866192902
14,Brooklyn,Multifamily Housing,924761,1966,1,100,106,5.5,0.9,,6.103005922,
45,Brooklyn,Multifamily Housing,924761,1966,1,100,104.1,5.5,0.9,191.75,7.628420346,5.25619244
62,Manhattan,Multifamily Housing,235875,1963,1,100,76.1,5.2,0.6,,6.598236512,
51,Manhattan,Multifamily Housing,51988,1927,1,100,101.7,4.6,0,407.7,5.871272362,6.01053161
100,Manhattan,Multifamily Housing,72294,1920,1,100,59.3,4.9,0.4,,4.994505912,
83,Manhattan,Multifamily Housing,50796,1942,1,100,66.7,3.8,0,24.3,5.441984716,3.19047635
92,Manhattan,Multifamily Housing,127395,1926,1,100,51.2,4.2,0.4,27.25,5.741399338,3.305053521
66,Manhattan,Multifamily Housing,188810,1948,1,100,71.5,4.5,0.5,25.24,6.511150799,3.228430038
44,Manhattan,Multifamily Housing,488474,1976,1,100,66.5,6.2,0,33.6,3.465735903,3.514526067
24,Manhattan,Multifamily Housing,938324,1962,1,100,94.1,7,0.7,35.99,8.285689794,3.583241122
100,Manhattan,Multifamily Housing,83837,1930,1,100,17.8,4.4,0,45.73,2.4765384,3.822754538
91,Manhattan,Multifamily Housing,109896,1927,1,100,62.3,3.5,0,28.65,6.1235887,3.355153443
73,Manhattan,Multifamily Housing,145476,1940,1,100,72,4.2,0.6,33.43,6.099421689,3.5094537
65,Manhattan,Multifamily Housing,253749,1930,1,100,65.6,3.9,0,38.2,2.928523524,3.642835516
100,Manhattan,Multifamily Housing,96546,1928,1,100,15.1,3.7,0,30.99,2.442347035,3.433664572
91,Manhattan,Multifamily Housing,126045,1929,1,100,62.6,3.5,0.6,26.04,5.891367931,3.259633817
100,Manhattan,Multifamily Housing,103112,1929,1,100,14.9,3.8,0,24.62,2.140066163,3.203559121
52,Manhattan,Multifamily Housing,204269,1956,1,100,73.7,7.1,0.5,39.04,6.388225215,3.664586762
73,Manhattan,Multifamily Housing,153398,1926,1,100,68.7,5.5,0,36.99,6.291383937,3.610647606
31,Manhattan,Multifamily Housing,348130,1974,1,100,80.9,6.3,0,40.53,3.226843995,3.702042441
75,Manhattan,Multifamily Housing,92065,1926,1,100,68.9,3.8,0.6,31.67,5.600272098,3.455369861
42,Staten Island,Multifamily Housing,526554,1974,1,100,80.8,8.6,0.6,,7.273925004,
20,Queens,Non-Refrigerated Warehouse,73000,1960,1,100,87.9,2,0.9,,5.751937517,
81,Manhattan,Multifamily Housing,96318,1920,1,100,77.7,3.9,0.7,56.08,5.566051801,4.026779243
90,Manhattan,Office,54725,1925,1,100,61.7,7.7,0,6.48,5.022563865,1.86872051
79,Manhattan,Multifamily Housing,104440,1989,1,100,54.9,5.8,0.3,49.02,5.243861181,3.892228378
96,Queens,Multifamily Housing,50900,1950,1,100,60.8,3.1,,78.87,5.236441963,4.367800927
70,Manhattan,Multifamily Housing,54698,1986,1,100,64.3,6.7,0.4,14.91,4.744062185,2.702032129
27,Brooklyn,Multifamily Housing,160000,1941,1,100,72.8,7.5,0.5,,6.028760332,
13,Manhattan,Multifamily Housing,121120,1988,1,100,76.4,11.8,0.4,53.32,5.292802186,3.976311495
93,Bronx,Multifamily Housing,186480,1951,1,100,60.5,2.6,0,34.68,6.563714473,3.546163152
79,Manhattan,Multifamily Housing,210278,1901,1,100,49.6,9.4,0.2,,5.197391448,
74,Manhattan,Office,130400,1930,1,100,83.4,15,0.4,,5.263208189,
44,Manhattan,Multifamily Housing,133244,1987,1,100,83.8,10.6,0.5,42,5.586874056,3.737669618
3,Manhattan,Multifamily Housing,142209,1996,1,100,98.4,9.8,0.7,31.3,5.818003619,3.443618098
72,Manhattan,Office,131743,1905,1,100,73.1,13.4,0.3,20.84,5.235909906,3.036874217
45,Manhattan,Multifamily Housing,76549,2003,1,100,82,6.4,0.6,31.51,5.415655859,3.450304956
79,Queens,Non-Refrigerated Warehouse,91145,1913,1,100,42.2,3.7,0.3,13.88,5.033700567,2.630448955
81,Queens,Multifamily Housing,104476,1937,1,100,69.8,3.4,0.6,49.83,5.769258057,3.908617212
84,Manhattan,Office,702815,1929,1,100,76.2,13.3,0,,7.414512639,
6,Manhattan,Multifamily Housing,123982,1999,1,100,111,12.7,0.7,,5.856217398,
38,Manhattan,Office,55120,1900,1,100,81.7,20.1,0,11.1,4.228292535,2.406945108
70,Manhattan,Multifamily Housing,109769,1911,1,100,70.1,4.6,0,1405.31,6.106131622,7.248013198
15,Manhattan,Multifamily Housing,254708,1998,1,100,98.9,12.2,0.6,50.98,6.220391343,3.931433399
77,Manhattan,Office,922184,1925,1,100,70.6,15.6,,20.35,7.128816664,3.013080912
64,Manhattan,Office,103022,1901,1,100,99.5,18.8,0.3,12.24,5.281679725,2.504709277
25,Manhattan,Multifamily Housing,103000,1921,1,100,79.9,4.6,0,,6.259007686,
2,Manhattan,Multifamily Housing,78635,2006,1,100,89.4,16.9,0.3,,4.608165695,
100,Bronx,Multifamily Housing,105000,1959,1,100,3.2,,0,,2.949688335,
100,Bronx,Multifamily Housing,60968,1929,1,100,6.4,,0.1,11.46,3.186352633,2.438862711
100,Bronx,Multifamily Housing,59772,1938,1,100,15.5,3.1,0,,2.844909384,
100,Bronx,Multifamily Housing,53424,1938,1,100,15.5,3.3,0,,2.610069793,
76,Manhattan,Office,493860,1970,1,80,83,,,30.62,,3.42165339
94,Manhattan,Office,55200,1907,1,100,36.3,6.5,0,18.74,4.120661871,2.930660277
96,Manhattan,Office,107030,1930,1,100,46.7,9.8,0,26.79,4.629862799,3.288028684
80,Manhattan,Office,139405,1928,1,100,62.6,11.4,0,14.97,5.648269765,2.706048198
73,Manhattan,Multifamily Housing,95707,1928,1,100,73.5,4.9,,39.26,6.071661089,3.670206189
32,Manhattan,Multifamily Housing,170080,1963,1,100,90.6,5.6,0.4,48.45,6.780944112,3.880532338
99,Manhattan,Hotel,140559,1985,1,100,33.3,,,43.87,4.657762636,3.781230715
100,Manhattan,Multifamily Housing,145480,1921,1,100,28.6,1.4,0,16.25,6.434867495,2.788092909
63,Manhattan,Multifamily Housing,80627,1988,1,100,73.4,6.5,0.5,,5.256974403,
80,Manhattan,Multifamily Housing,380920,1925,1,100,82.3,5,0.6,,6.829577498,
75,Manhattan,Multifamily Housing,418114,1961,1,100,80.7,4.8,0.3,44.61,6.463497366,3.797958049
100,Manhattan,Multifamily Housing,1485916,1959,1,100,16.1,4.2,0,,3.374168709,
87,Manhattan,Multifamily Housing,52092,1939,1,100,61.7,3.9,0.5,32.68,5.032396786,3.48676327
86,Manhattan,Office,559755,1960,1,90,68,13.3,0,20.63,2.76000994,3.026746327
71,Brooklyn,Multifamily Housing,92902,1936,1,100,80.2,5,0.7,40.02,5.483551345,3.689379329
99,Manhattan,Office,64414,1926,1,100,59.1,4.9,0.5,3.59,5.132262782,1.278152203
29,Bronx,Senior Care Community,158840,1940,1,100,122.2,9.8,1,,6.611234258,
31,Manhattan,Multifamily Housing,152120,1983,1,100,83.2,9.4,0.6,44.79,5.912691866,3.8019849
68,Manhattan,Multifamily Housing,375239,1928,1,100,68.5,6,,32.28,7.186522734,3.474447843
90,Manhattan,Multifamily Housing,168982,1938,1,100,58,3.6,0.5,24.69,6.021993752,3.206398303
84,Manhattan,Multifamily Housing,97476,1924,1,100,63.2,4.5,,34.03,5.900445149,3.527242489
93,Queens,Multifamily Housing,227257,2007,1,100,50,3.4,0.4,41.83,6.184355055,3.733613785
63,Manhattan,Office,156751,1905,1,100,91.9,18.3,0,,5.883879336,
80,Manhattan,Multifamily Housing,510547,1925,1,100,53.4,4.7,,,,
72,Queens,Multifamily Housing,72369,1983,1,100,75.4,5,0.6,61.63,5.420977379,4.121148765
41,Queens,Multifamily Housing,315136,1968,1,100,116.1,6.6,0.9,53.76,6.902441184,3.984529696
56,Brooklyn,Multifamily Housing,100000,1981,1,100,69.6,5.2,0.5,,5.81383198,
78,Manhattan,Multifamily Housing,122701,1928,1,100,55,4.4,0.4,16.25,5.681195976,2.788092909
85,Brooklyn,Multifamily Housing,93171,2002,1,100,70.9,3.5,0.6,69.37,5.673666851,4.239454497
42,Brooklyn,Multifamily Housing,63540,1915,1,100,95.3,5.2,0.8,44.04,5.342334252,3.785098312
46,Bronx,Multifamily Housing,152699,2002,1,100,65.2,6.6,0.5,,5.811140993,
57,Manhattan,Multifamily Housing,145696,1910,1,100,81.5,5.6,0,26.87,6.563008906,3.291010423
68,Manhattan,Financial Office,105000,1907,1,100,82.1,18.3,0,12.88,5.066385309,2.555675721
86,Bronx,Multifamily Housing,107400,2007,1,100,60.3,6.9,0.1,133.4,5.59731023,4.893352133
43,Brooklyn,K-12 School,291041,1900,1,100,85.8,10.6,0.5,2.59,3.04927304,0.951657876
55,Brooklyn,Residence Hall/Dormitory,291041,1986,1,100,98.8,9.4,0.6,34.74,5.309257307,3.547891761
68,Brooklyn,K-12 School,291041,1957,1,100,137.4,10.6,1,10.35,5.532598662,2.33698652
16,Brooklyn,K-12 School,291041,1887,1,100,85.8,10.6,0.5,2.08,3.608211551,0.732367894
80,Brooklyn,K-12 School,291041,1900,1,100,85.8,10.6,0.5,2.2,3.802208139,0.78845736
48,Manhattan,Hotel,181297,2009,1,100,99.2,15.4,0.1,50.76,3.941581808,3.927108643
71,Manhattan,Multifamily Housing,126134,1938,1,100,57.6,4.9,0.4,,5.73431168,
39,Manhattan,Multifamily Housing,76550,1900,1,100,70.6,9.2,0.4,23.57,5.111385197,3.159974717
21,Brooklyn,K-12 School,291041,1887,1,100,85.8,10.6,0.5,2.91,4.730921391,1.068153081
6,Brooklyn,K-12 School,291041,1887,1,100,85.8,10.6,0.5,28.05,4.658710953,3.333988632
30,Brooklyn,K-12 School,62000,1900,1,100,85.8,10.6,0.5,3.08,4.403054002,1.124929597
16,Manhattan,K-12 School,83169,2005,1,100,105.8,20.8,0.4,13.35,4.76046307,2.591516385
59,Brooklyn,Residence Hall/Dormitory,287000,1965,1,100,86.2,5.2,0.8,47.67,6.876780475,3.864302269
8,Queens,Multifamily Housing,76278,1965,1,100,153.4,5.3,1.2,67.96,6.356454823,4.218919297
97,Manhattan,Hotel,90633,1904,1,100,32.9,6.4,0.1,164.66,3.921973336,5.103882742
63,Manhattan,Office,90816,1926,1,85,81.1,16.9,,,,
75,Manhattan,Office,75888,1913,1,100,94.9,14.6,0.1,56.06,5.349010481,4.026422546
94,Manhattan,Office,123557,1927,1,100,77.4,7.4,,7.31,6.071661089,1.989243274
94,Manhattan,Office,66528,1911,1,100,62.6,8.5,0,22.41,5.101694025,3.109507288
90,Manhattan,Office,100800,1908,1,100,64.8,11.7,0,38.1,5.206750173,3.640214282
82,Manhattan,Office,93722,1906,1,100,79.1,12.9,0,77.39,5.560681631,4.348857573
97,Manhattan,Office,57820,1904,1,100,52.2,7.4,0,17.58,4.809742352,2.866761892
9,Manhattan,Non-Refrigerated Warehouse,94622,1913,1,100,50.1,13.9,0,3.2,,1.16315081
9,Manhattan,Multifamily Housing,66182,1902,1,100,85.4,10.2,0.5,105.93,5.167639043,4.662778499
10,Manhattan,Multifamily Housing,110139,2000,1,100,72.1,11.7,0.3,44.73,4.997887721,3.800644417
68,Brooklyn,Multifamily Housing,63224,1917,1,100,79.4,3.1,0.8,31.73,5.436338664,3.457262606
53,Queens,Multifamily Housing,55526,1962,1,100,105.8,4.9,0.9,85.71,5.592478405,4.450969505
70,Brooklyn,Multifamily Housing,50400,1924,1,100,77.5,4,0.7,55.08,5.266826699,4.008786674
86,Manhattan,Office,236665,1958,1,100,57.9,13.2,,10.41,,2.342766883
99,Brooklyn,Office,58152,1970,1,100,19,5,,,,
98,Brooklyn,Multifamily Housing,82620,1929,1,100,50.7,,,,5.417876602,
100,Manhattan,Multifamily Housing,76024,1916,1,100,18.8,4.5,0,64.28,2.493205453,4.163248541
87,Manhattan,Multifamily Housing,56064,1961,1,100,52.2,4.6,0.4,33.4,4.678420648,3.5085559
97,Bronx,Multifamily Housing,59500,1941,1,100,69.4,3.9,0.6,30.8,5.323985113,3.42751469
100,Bronx,Multifamily Housing,59577,1931,1,100,16.8,3.4,0.1,54.54,2.923161581,3.998934377
85,Queens,Multifamily Housing,110400,1924,1,100,78.9,3.2,0.4,108.1,6.137511048,4.683056725
11,Queens,Multifamily Housing,59300,1960,1,100,96.9,8.1,0.7,76.07,5.309751744,4.331653969
47,Queens,Multifamily Housing,75216,1947,1,100,95,2.8,0.9,49.01,5.917279649,3.892024359
24,Manhattan,Multifamily Housing,51200,1930,1,100,82.6,7.2,0.6,39.51,5.038250461,3.676553804
38,Queens,Multifamily Housing,86040,1931,1,100,95.7,3.7,0.9,65.14,5.907267388,4.1765388
100,Queens,Multifamily Housing,85000,1927,1,100,14.5,3.2,0,53.38,2.740840024,3.977436144
95,Bronx,Multifamily Housing,71193,1928,1,100,86.4,3.5,0.8,80.77,5.790877182,4.391605609
25,Manhattan,Residence Hall/Dormitory,107679,1929,1,100,115.4,11.4,0,99.8,6.410668181,4.603168183
69,Bronx,Multifamily Housing,65130,1925,1,100,80.9,4.8,0.7,125.3,5.40672324,4.830710862
24,Manhattan,Multifamily Housing,627330,2000,1,100,92.4,8.1,0.7,48.44,7.67702982,3.880325919
99,Queens,Multifamily Housing,104478,1937,1,100,41.9,2.9,0.3,30.04,5.249127122,3.402529827
91,Manhattan,Office,95568,1926,1,100,69.8,9.1,0.4,33.78,5.276582874,3.519868911
64,Manhattan,Hotel,598248,1924,1,100,108.6,8.9,0.8,22.64,7.962346016,3.119718253
58,Manhattan,Multifamily Housing,53500,1900,1,100,64,6.1,0.5,32.13,4.780802755,3.469790173
64,Brooklyn,Office,89013,1895,1,70,89.2,17.2,0.3,59.52,4.96144505,4.086312391
57,Brooklyn,Multifamily Housing,62841,1928,1,100,89.6,5,0.8,68.23,5.481888143,4.222884351
79,Manhattan,Office,161835,1925,1,100,71.2,13.2,0.3,24.28,5.444147815,3.189652966
43,Queens,Multifamily Housing,62790,1931,1,100,96.1,4.8,0.9,58.51,5.577084822,4.06919768
84,Queens,Multifamily Housing,59678,1927,1,100,78.5,3.6,0.7,86.3,5.342812606,4.457829598
45,Queens,Multifamily Housing,123228,1939,1,100,81,3.6,0.6,55.75,6.155494834,4.02087741
41,Queens,Multifamily Housing,79500,1961,1,100,116.1,4.5,0.1,,6.350187393,
63,Queens,Multifamily Housing,93564,1959,1,100,90.8,4.5,0.8,,5.921042083,
41,Queens,Multifamily Housing,72000,1964,1,100,104.5,5.4,0.9,91.97,5.705447754,4.521462437
49,Queens,Multifamily Housing,66100,1965,1,100,106.5,4.7,0,103.45,6.086547428,4.639088404
83,Queens,Multifamily Housing,115200,1962,1,100,74.8,4,0.7,44.76,5.91106761,3.801314883
50,Queens,Multifamily Housing,58864,1932,1,100,91,4.1,0.8,72.74,5.495116943,4.28689144
58,Queens,Multifamily Housing,87780,1953,1,100,93.7,5.4,0.7,,5.876895092,
55,Manhattan,Multifamily Housing,69001,1986,1,100,73.9,7.1,0,,5.513428746,
54,Queens,Multifamily Housing,743160,1935,1,100,110,5.7,0.9,,8.0109902,
95,Manhattan,Multifamily Housing,135315,1963,1,100,63.6,5.7,0.5,67.45,5.621487232,4.211386583
27,Manhattan,Multifamily Housing,392071,1955,1,100,125.7,1.8,1.3,,7.655437992,
8,Manhattan,Multifamily Housing,70632,1904,1,100,98.7,7.9,0.1,19.5,5.87183606,2.970414466
18,Brooklyn,Multifamily Housing,111780,1950,1,100,107,6.7,0.9,,6.267959274,
56,Bronx,Multifamily Housing,75390,1960,1,100,103.6,4.3,0,43.32,6.195221385,3.768614422
